id,carat,cut,color,clarity,depth,table,x,y,z,price
18066,0.51,Ideal,E,VS2,62.0,54.0,5.13,5.1,3.17,1662
3824,1.01,Premium,I,SI2,59.4,57.0,6.59,6.57,3.91,3971
5420,1.19,Premium,I,SI2,60.1,59.0,6.9,6.82,4.12,4498
4294,1.01,Premium,D,SI1,62.3,60.0,6.4,6.35,3.97,5939
15764,1.75,Ideal,J,SI1,63.3,59.0,7.63,7.57,4.81,8840
16682,1.2,Very Good,G,SI2,62.1,56.0,6.79,6.87,4.24,5183
7922,0.31,Premium,E,VS2,60.8,58.0,4.35,4.37,2.65,680
2213,0.53,Ideal,H,SI2,61.6,54.0,5.22,5.26,3.23,1020
1459,1.52,Premium,E,SI2,62.9,59.0,7.31,7.26,4.58,9576
15489,3.01,Premium,I,SI2,60.2,59.0,9.36,9.31,5.62,18242
9218,0.54,Ideal,H,VVS2,61.1,56.0,5.23,5.28,3.21,1696
14460,0.5,Premium,E,VS2,62.9,59.0,5.09,5.06,3.19,1746
19676,1.32,Ideal,I,VS1,61.2,57.0,7.12,7.06,4.34,7617
4739,0.31,Ideal,D,SI2,62.6,57.0,4.35,4.27,2.7,593
11594,1.01,Premium,G,SI2,60.6,59.0,6.49,6.41,3.91,3981
19102,0.41,Ideal,D,SI1,60.7,55.0,4.83,4.86,2.94,771
9704,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,808
9889,0.33,Ideal,G,VS2,61.4,56.1,4.42,4.45,2.73,604
24346,0.36,Premium,G,SI2,60.8,58.0,4.61,4.57,2.79,608
18892,0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,558
19521,0.33,Ideal,F,VVS1,61.1,55.0,4.48,4.52,2.75,854
11552,0.9,Very Good,I,VS2,62.5,57.0,6.12,6.2,3.85,3209
16864,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,846
18003,0.55,Premium,E,VS2,58.1,62.0,5.46,5.38,3.15,1708
3027,0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23,1944
134,0.31,Ideal,E,VVS1,61.3,56.0,4.38,4.4,2.69,1105
14937,0.51,Ideal,H,VS2,61.4,56.0,5.14,5.19,3.17,1375
20991,0.9,Fair,D,SI2,64.6,59.0,6.04,6.01,3.89,3847
13360,0.93,Very Good,G,SI2,62.7,57.0,6.21,6.26,3.91,3738
9490,1.01,Premium,G,VS2,62.4,59.0,6.45,6.41,4.01,5787
13709,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01,3569
19318,1.01,Fair,F,VS2,66.1,61.0,6.1,6.04,4.01,4791
22882,0.3,Premium,E,VVS2,60.8,60.0,4.31,4.27,2.61,1013
21724,1.02,Premium,D,SI1,62.3,59.0,6.38,6.42,3.99,5890
17974,0.72,Ideal,H,VVS1,61.4,56.0,5.79,5.77,3.55,3124
13665,0.5,Premium,E,VS2,61.8,58.0,5.07,5.09,3.14,1624
6395,0.41,Ideal,E,VVS2,61.4,53.9,4.79,4.81,2.95,1186
13208,1.03,Premium,G,VS2,62.3,59.0,6.38,6.42,3.99,6214
18857,1.06,Ideal,G,VS1,60.7,56.0,6.6,6.64,4.02,7594
3836,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15829
19173,0.9,Very Good,E,SI1,61.8,59.0,6.11,6.16,3.79,4165
8121,0.85,Ideal,E,SI1,,57.0,6.07,6.1,3.75,4363
17037,1.0,Premium,I,SI2,61.6,59.0,6.34,6.41,3.93,3712
4824,0.91,Premium,H,SI1,60.2,52.0,6.27,6.15,3.74,2935
14873,0.51,Premium,E,SI1,61.3,59.0,5.15,5.13,3.15,1624
8235,1.2,Very Good,J,VS1,,59.0,6.67,6.72,4.26,5257
18329,0.5,Ideal,H,VS2,61.7,55.0,5.11,5.14,3.16,1626
4496,1.25,Ideal,D,VS2,62.6,56.0,6.84,6.87,4.29,9933
8376,0.41,Ideal,H,VVS1,61.4,56.0,4.8,4.77,2.94,1115
26656,0.33,Premium,F,VS2,62.2,58.0,4.44,4.43,2.76,854
4125,0.81,Very Good,I,VS2,64.0,60.0,5.84,5.88,3.75,2714
15702,0.55,Ideal,D,SI1,61.3,56.0,5.28,5.33,3.25,1611
21722,1.02,Premium,D,VS1,61.3,58.0,6.52,6.47,3.98,8181
15320,0.33,Ideal,I,VVS2,62.7,54.0,4.42,4.45,2.78,579
11242,0.32,Premium,H,IF,61.2,58.0,4.37,4.39,2.68,842
7542,1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55,8167
343,0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,1040
19215,0.9,Premium,G,SI1,62.2,60.0,6.1,6.16,3.81,3734
24720,0.32,Premium,F,VS2,59.7,62.0,4.43,4.38,2.63,773
17393,0.5,Premium,E,SI1,61.4,59.0,5.09,5.01,3.1,1155
10362,0.38,Ideal,E,VS2,61.9,57.0,4.66,4.61,2.87,963
8056,1.21,Premium,G,VS1,59.5,58.0,7.01,6.97,4.16,8456
21992,2.06,Very Good,F,SI2,61.5,56.0,8.15,8.18,5.02,16603
25258,1.01,Premium,D,SI1,59.1,61.0,6.5,6.46,3.83,4909
5779,0.26,Good,D,VS2,65.2,56.0,3.99,4.02,2.61,403
16258,1.0,Premium,E,SI1,62.7,61.0,6.37,6.32,3.98,5027
8199,1.31,Premium,H,SI2,60.0,57.0,7.1,7.07,4.25,6089
24790,0.3,Ideal,F,VS2,60.4,56.0,4.37,4.34,2.63,776
5727,0.33,Ideal,H,VVS1,62.1,53.0,4.48,4.5,2.79,730
5705,0.32,Ideal,I,SI2,61.7,55.0,4.39,4.42,2.72,371
25210,0.5,Very Good,F,VVS2,60.8,59.0,5.08,5.11,3.1,1915
11425,2.0,Very Good,I,SI1,58.5,58.0,8.24,8.28,4.83,15249
8176,2.06,Ideal,G,SI2,62.3,56.0,8.16,8.09,5.06,18293
7628,0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,1179
6024,1.57,Premium,I,VS2,62.5,58.0,7.5,7.42,4.66,9847
19626,1.67,Ideal,G,VS1,61.5,55.0,7.62,7.67,4.7,16643
14184,1.01,Very Good,F,VS2,63.1,56.0,6.41,6.37,4.03,6267
2908,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,9925
17902,0.41,Ideal,F,VS1,61.3,57.0,4.79,4.77,2.93,1076
22206,1.03,Ideal,F,I1,61.1,55.0,6.54,6.51,3.99,3507
21509,1.22,Premium,G,SI2,60.2,58.0,6.92,6.9,4.16,5534
7774,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
10706,0.3,Ideal,H,VS1,62.1,57.0,4.27,4.3,2.66,507
20557,0.53,Ideal,G,VVS2,60.4,59.0,5.26,5.3,3.19,1946
8992,0.7,Very Good,G,VVS2,60.0,60.0,5.78,5.85,3.49,3235
26732,0.9,Fair,D,VS2,57.4,65.0,6.26,6.29,3.6,4277
22103,0.32,Very Good,J,SI1,63.0,58.0,4.32,4.35,2.73,374
10030,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2363
8045,0.3,Very Good,G,VVS1,59.8,62.0,4.33,4.36,2.6,737
20014,0.8,Premium,J,SI1,60.0,60.0,6.1,5.97,3.66,2088
21821,0.9,Very Good,D,SI2,58.1,60.0,6.24,6.26,3.63,3371
11572,0.31,Premium,F,VS2,62.3,60.0,4.35,4.32,2.7,802
25550,0.47,Very Good,F,SI2,63.3,59.0,4.9,4.86,3.09,1058
24555,0.71,Ideal,G,VS2,62.1,57.0,5.71,5.63,3.52,2587
19988,1.51,Ideal,F,SI1,62.3,57.0,7.33,7.3,4.56,12459
9634,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11,7632
21790,0.48,Premium,G,SI1,59.7,59.0,5.07,5.04,3.02,960
4753,0.7,Ideal,J,VS2,61.8,53.0,5.73,5.76,3.55,1874
1379,0.72,Ideal,F,VVS2,60.9,56.0,5.77,5.83,3.53,3746
17632,1.05,Premium,E,IF,59.0,58.0,6.66,6.7,3.94,11838
15778,0.55,Ideal,F,VS1,61.6,57.0,5.23,5.29,3.24,1881
18366,0.76,Premium,D,VS2,60.9,58.0,5.9,5.85,3.58,2977
13105,1.51,Ideal,G,VS2,62.3,54.0,7.35,7.33,4.57,13828
21356,1.07,Premium,G,VS2,61.9,58.0,6.54,6.55,4.05,6779
23623,1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,6097
11991,1.12,Ideal,E,VVS1,61.5,56.0,6.7,6.76,4.13,14407
13938,1.0,Ideal,H,SI1,60.3,56.0,6.54,6.52,3.94,4788
12222,0.23,Very Good,E,VS2,60.8,58.0,3.98,4.02,2.43,402
10058,0.35,Ideal,D,SI1,62.3,55.0,4.51,4.54,2.82,644
15555,1.01,Good,E,VS1,65.8,55.0,6.2,6.23,4.09,6159
15603,1.5,Fair,E,SI1,58.2,66.0,7.45,7.4,4.32,11128
9546,0.3,Premium,H,VS1,61.3,58.0,4.32,4.29,2.64,675
9547,0.33,Ideal,E,VS2,62.4,54.0,4.44,4.47,2.78,682
14152,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,6246
18873,0.35,Premium,D,VS2,59.7,58.0,4.57,4.61,2.74,829
21645,0.31,Premium,D,SI2,62.7,59.0,4.35,4.3,2.71,593
7971,0.67,Very Good,D,SI1,60.2,60.0,5.61,5.68,3.4,2007
25382,0.53,Ideal,D,VS2,61.2,56.0,5.2,5.23,3.19,1857
21302,0.9,Very Good,D,VS1,63.0,58.0,6.11,6.15,3.86,5757
10430,0.3,Very Good,D,SI1,62.6,59.0,4.24,4.26,2.66,476
3832,0.9,Good,G,SI2,61.8,56.0,6.11,6.16,3.79,3253
5968,0.24,Ideal,F,VS1,61.8,54.0,3.99,4.03,2.48,572
9148,1.61,Premium,G,SI1,62.6,58.0,7.48,7.45,4.67,11303
9086,1.03,Premium,G,SI1,60.1,60.0,6.55,6.52,3.93,5581
16218,1.01,Good,E,VS2,63.3,58.0,6.35,6.38,4.03,6399
17009,2.0,Very Good,I,SI1,62.9,59.2,7.95,8.08,5.05,15081
24759,0.7,Good,F,SI1,62.8,58.0,5.6,5.65,3.53,2470
12060,0.58,Very Good,F,VS1,61.5,60.0,5.32,5.38,3.29,2001
5331,0.3,Ideal,J,VS1,62.2,57.0,4.27,4.28,2.66,411
5963,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1920
6532,2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3,16937
20934,1.02,Premium,D,SI2,60.3,58.0,6.52,6.48,3.92,4718
17469,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4050
5819,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013
16439,1.0,Ideal,F,SI2,62.3,56.0,6.34,6.27,3.93,3696
26282,1.12,Premium,G,SI2,61.0,60.0,6.7,6.64,4.07,3838
14774,0.51,Ideal,H,VVS1,61.7,57.0,5.12,5.15,3.16,1837
8930,1.11,Good,H,SI1,64.2,58.0,6.53,6.47,4.17,4606
3671,1.05,Ideal,H,SI2,61.8,58.0,6.52,6.55,4.04,4604
2880,0.4,Ideal,E,VS2,62.9,55.0,4.73,4.72,2.97,975
18764,0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,1421
4328,0.34,Ideal,F,VVS1,61.6,56.0,4.5,4.53,2.78,1174
2381,0.53,Premium,D,VS1,59.2,60.0,5.37,5.31,3.16,2147
21878,0.34,Premium,G,VS2,61.6,60.0,4.49,4.47,2.76,765
13226,0.37,Ideal,E,VVS2,61.6,55.0,4.62,4.63,2.85,1162
12632,2.54,Very Good,H,SI2,63.5,56.0,8.68,8.65,5.5,16353
10278,0.32,Ideal,G,VVS1,61.7,56.0,4.39,4.42,2.72,779
3477,0.7,Ideal,I,VS2,61.2,55.0,5.75,5.77,3.53,2249
25222,0.56,Very Good,F,VS2,60.0,57.0,5.34,5.39,3.22,1627
14895,0.7,Good,E,SI1,61.6,61.0,5.64,5.66,3.48,2111
3078,0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,2967
20596,0.29,Ideal,E,VVS2,62.0,55.0,4.27,4.25,2.64,858
26050,1.01,Very Good,E,SI1,63.1,60.0,6.37,6.34,4.01,5002
26004,0.31,Premium,H,VVS2,61.2,59.0,4.38,4.34,2.67,802
25975,1.66,Very Good,H,SI1,62.8,56.0,7.53,7.57,4.74,10134
1547,1.03,Ideal,F,VS1,61.7,56.0,6.49,6.54,4.02,7137
24210,0.36,Ideal,F,VVS2,61.5,55.0,4.59,4.62,2.83,828
25177,1.07,Very Good,G,SI2,58.5,61.0,6.59,6.71,3.89,4201
9179,1.24,Very Good,H,SI2,60.0,58.0,6.99,7.05,4.21,5858
23938,0.7,Very Good,J,SI1,60.2,61.0,5.69,5.73,3.44,1817
25528,0.38,Ideal,I,SI1,61.7,56.0,4.64,4.67,2.87,610
17670,1.5,Very Good,I,VS1,62.2,59.0,7.27,7.3,4.53,10164
4919,0.36,Ideal,E,VVS2,61.0,55.0,4.6,4.62,2.81,1131
13057,0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,1713
5241,1.07,Fair,E,SI2,62.2,66.0,6.57,6.48,4.06,4496
16549,1.01,Premium,H,SI2,61.1,59.0,6.54,6.46,3.97,4242
26611,0.33,Premium,H,SI2,61.2,57.0,4.49,4.43,2.73,520
21286,2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03,17068
5678,1.6,Very Good,I,VS2,60.0,60.0,7.55,7.59,4.54,10497
3776,0.73,Fair,H,VS2,65.9,55.0,5.68,5.64,3.74,2278
3818,0.93,Premium,F,VS2,61.7,58.0,6.22,6.29,3.86,4961
10803,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517
9769,1.16,Premium,I,SI1,62.7,57.0,6.76,6.67,4.21,4872
24430,0.31,Ideal,F,VS2,61.5,56.0,4.34,4.37,2.68,625
1318,1.01,Ideal,D,VVS2,61.9,56.0,6.41,6.45,3.98,11442
1885,0.3,Premium,G,VS1,62.0,60.0,4.28,4.23,2.64,776
14584,0.4,Ideal,F,VS2,62.0,59.0,4.77,4.71,2.95,1059
9994,1.25,Very Good,F,VS2,62.5,59.0,6.81,6.89,4.28,9377
19060,0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,2807
22445,1.01,Premium,G,SI1,61.0,59.0,6.45,6.51,3.95,4785
25808,0.96,Ideal,G,SI2,62.0,58.0,6.3,6.34,3.92,3945
24067,1.01,Fair,H,VVS2,65.0,55.0,6.31,6.27,4.09,4355
8231,0.59,Ideal,E,SI1,62.0,57.0,5.36,5.39,3.33,1607
6905,0.31,Ideal,F,SI1,62.0,55.2,4.32,4.35,2.69,515
7431,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,5626
21686,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,4537
16363,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17,17010
591,0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,3295
20963,0.34,Premium,H,VS2,60.2,60.0,4.51,4.56,2.73,537
21785,0.41,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,876
17906,0.9,Very Good,D,SI2,62.5,58.0,6.12,6.16,3.84,3798
15825,1.2,Very Good,H,VS1,60.2,57.0,6.88,6.95,4.16,8039
1317,0.41,Ideal,F,IF,61.4,56.0,4.77,4.81,2.94,1439
6853,0.29,Ideal,G,VVS2,61.3,56.0,4.23,4.25,2.6,600
1686,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,1000
14159,1.52,Ideal,G,SI1,60.3,57.0,7.58,7.48,4.54,11028
22294,0.41,Good,F,VVS2,59.2,63.0,4.82,4.87,2.87,1150
12836,0.56,Ideal,D,VS1,61.7,56.0,5.3,5.33,3.28,1924
1004,0.33,Ideal,G,IF,61.6,53.0,4.43,4.47,2.74,984
18959,0.29,Ideal,E,VVS2,62.0,55.0,4.25,4.27,2.64,669
22556,0.46,Premium,E,VS2,60.2,60.0,5.01,4.96,3.0,1208
15080,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2505
10230,0.32,Ideal,I,IF,62.2,57.0,4.35,4.37,2.71,673
19224,0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,3667
10411,0.3,Ideal,I,VVS1,62.1,56.0,4.33,4.3,2.68,709
26658,0.32,Ideal,D,VS2,62.7,54.0,4.38,4.36,2.74,972
6975,0.71,Ideal,G,SI1,61.9,56.0,5.73,5.76,3.55,3007
9616,0.7,Premium,H,SI1,61.1,58.0,5.73,5.69,3.49,2383
9919,0.71,Ideal,G,SI1,61.5,55.0,5.75,5.79,3.55,3061
26951,1.34,Ideal,H,VS2,61.9,55.0,7.05,7.08,4.37,8771
14926,0.91,Fair,J,SI1,66.3,56.0,5.92,5.99,3.95,2390
21304,0.9,Very Good,F,SI1,59.1,59.0,6.3,6.35,3.74,4498
11906,2.06,Premium,I,SI1,60.9,61.0,8.32,8.16,4.99,14488
26666,0.7,Good,E,VS2,59.2,64.0,5.8,5.75,3.42,2559
18405,1.22,Ideal,J,VS2,62.1,58.0,6.82,6.84,4.24,5297
894,1.0,Premium,H,SI1,62.2,60.0,6.45,6.34,3.98,4469
15860,0.4,Premium,D,SI2,59.9,60.0,4.78,4.74,2.85,855
24842,0.34,Ideal,H,VS2,61.4,57.0,4.48,4.55,2.77,537
5722,1.7,Very Good,H,SI2,60.8,56.0,7.67,7.72,4.68,10255
11386,0.38,Premium,D,VVS2,60.0,62.0,4.73,4.7,2.83,1257
17299,0.7,Very Good,G,VS1,63.2,56.0,5.61,5.56,3.53,2535
21711,0.71,Very Good,F,VS2,61.3,61.0,5.68,5.73,3.5,2860
5521,1.02,Ideal,D,VVS2,62.0,56.0,6.43,6.48,4.0,10967
7708,1.55,Ideal,J,VS2,61.4,55.0,7.41,7.49,4.58,8498
16127,0.43,Good,D,SI2,63.4,57.0,4.78,4.81,3.04,669
5599,0.31,Fair,G,VS1,64.6,55.0,4.31,4.26,2.77,695
4232,0.27,Very Good,E,VVS2,59.4,64.0,4.16,4.19,2.48,567
21305,0.72,Very Good,D,VS2,61.0,59.0,5.74,5.77,3.51,2697
12383,2.01,Premium,H,SI1,61.8,58.0,8.13,8.06,5.0,17347
26875,0.34,Ideal,F,IF,61.9,55.0,4.49,4.52,2.79,1276
7005,0.57,Ideal,G,VS2,61.8,57.0,5.3,5.32,3.28,1608
20391,1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303
10975,0.82,Fair,H,SI2,65.1,58.0,5.86,5.81,3.8,2358
21028,0.9,Very Good,G,VS1,62.7,56.0,6.1,6.14,3.84,4780
20078,1.7,Ideal,I,VS2,61.7,56.0,7.72,7.64,4.74,11360
3618,0.74,Very Good,G,VVS1,63.2,56.0,5.74,5.72,3.62,3328
22299,1.12,Ideal,E,SI2,60.5,55.0,6.73,6.79,4.09,5000
4877,0.54,Ideal,F,VVS1,60.5,55.0,5.31,5.33,3.22,2356
21875,0.35,Very Good,E,SI1,61.9,58.0,4.49,4.52,2.79,614
3870,0.71,Ideal,E,VS2,61.8,57.0,5.69,5.74,3.53,3301
1846,0.31,Very Good,H,VVS2,61.2,60.0,4.37,4.39,2.68,625
23219,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,969
10268,2.01,Premium,I,VS1,62.9,59.0,8.03,7.94,5.02,18206
17308,1.17,Ideal,G,SI2,61.1,56.0,6.8,6.86,4.17,4725
24167,0.41,Very Good,J,IF,63.5,54.0,4.75,4.7,3.0,1061
15466,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,641
7727,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,581
118,1.0,Premium,F,SI1,,59.0,6.4,6.36,4.0,5292
23790,0.42,Ideal,G,VVS1,61.2,57.0,4.78,4.82,2.94,1179
17499,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
10193,0.32,Ideal,G,VS1,60.8,57.0,4.39,4.42,2.68,645
17522,0.31,Ideal,E,VVS1,61.1,56.0,4.38,4.42,2.69,865
8579,0.7,Premium,J,SI1,,59.0,5.65,5.6,3.53,1844
20441,0.3,Ideal,F,VS2,60.7,56.0,4.34,4.32,2.63,776
19275,1.1,Ideal,G,SI2,62.6,56.0,6.64,6.58,4.14,5535
8626,0.33,Good,F,VS2,59.5,61.0,4.49,4.54,2.68,643
19475,1.5,Good,H,VS2,63.9,60.0,7.17,7.22,4.6,10692
7250,0.34,Ideal,G,SI1,61.9,55.0,4.5,4.52,2.79,540
18680,2.01,Fair,H,VS2,66.1,53.0,7.82,7.92,5.2,15888
9311,0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98,737
26942,0.35,Ideal,I,VS2,61.4,55.0,4.54,4.58,2.8,509
23173,0.91,Premium,H,VS1,61.8,54.0,6.32,6.27,3.89,4670
22197,0.52,Premium,E,VS2,62.5,60.0,5.14,5.1,3.2,1694
22107,0.87,Very Good,D,SI1,60.2,60.0,6.12,6.17,3.7,3664
23705,0.32,Ideal,G,VS2,61.5,57.0,4.4,4.41,2.71,561
11602,0.53,Ideal,H,VS1,61.7,56.0,5.21,5.23,3.22,1678
23801,1.01,Very Good,D,VS1,63.1,58.0,6.34,6.3,3.99,7575
22233,1.38,Ideal,J,SI2,61.0,56.0,7.22,7.26,4.42,5765
993,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3589
10308,1.66,Ideal,H,IF,61.5,57.0,7.62,7.59,4.68,14859
4330,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,1612
24458,0.9,Very Good,G,VS2,58.5,59.0,6.35,6.36,3.72,4484
17447,0.4,Premium,E,SI1,60.9,60.0,4.77,4.75,2.9,945
15735,1.12,Good,G,SI2,56.7,62.0,6.91,6.86,3.9,4158
13564,0.51,Ideal,H,IF,60.3,58.0,5.15,5.17,3.11,1899
4084,0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1082
11925,0.72,Ideal,H,VVS1,62.2,56.0,5.72,5.75,3.57,2946
13229,0.4,Very Good,H,VS2,59.1,61.0,4.81,4.84,2.85,737
7160,1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969
10751,0.71,Ideal,G,VS2,60.6,56.0,5.76,5.8,3.5,2911
4760,1.2,Premium,I,SI1,61.1,58.0,6.88,6.8,4.18,5510
22060,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3454
21838,1.7,Good,H,VS2,63.3,57.0,7.54,7.59,4.79,12117
19588,1.53,Premium,I,SI1,62.9,59.0,7.36,7.32,4.62,8911
25691,0.55,Premium,D,SI1,61.2,58.0,5.29,5.24,3.22,1819
23738,1.51,Fair,G,SI1,65.0,59.0,6.99,7.07,4.57,8681
20837,1.06,Very Good,E,VVS2,61.8,58.0,6.52,6.56,4.04,9997
18450,1.08,Ideal,G,SI2,61.8,56.0,6.54,6.6,4.06,4814
13013,0.72,Premium,F,VVS2,61.1,58.0,5.78,5.84,3.55,3250
7939,1.06,Very Good,G,VS1,63.1,57.0,6.42,6.49,4.07,6663
26768,0.51,Premium,G,VS1,62.1,58.0,5.12,5.09,3.17,1662
12203,0.73,Very Good,E,SI2,63.3,57.0,5.72,5.69,3.61,2409
15316,1.1,Very Good,I,SI1,61.2,61.0,6.61,6.66,4.01,4640
15287,1.09,Ideal,G,VS2,62.2,55.0,6.61,6.65,4.13,7961
24773,0.51,Ideal,H,IF,62.6,56.0,5.1,5.13,3.2,1920
9952,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4478
26436,0.53,Ideal,F,VS2,61.6,56.0,5.26,5.23,3.23,2290
9818,0.5,Good,F,VS1,58.0,61.0,5.18,5.23,3.02,1415
7516,0.38,Ideal,E,VVS1,61.9,53.7,4.66,4.67,2.89,1245
15650,1.32,Very Good,J,VS2,62.1,57.0,7.01,7.04,4.36,6079
6279,2.04,Very Good,G,SI2,59.9,58.0,8.26,8.31,4.96,16389
80,2.16,Premium,H,SI2,62.3,57.0,8.29,8.22,5.14,11473
21953,0.54,Ideal,G,SI1,59.6,59.0,5.34,5.3,3.17,1574
10448,0.92,Premium,H,VVS2,62.5,58.0,6.25,6.16,3.88,4637
26035,1.02,Ideal,E,VS1,60.1,57.0,6.59,6.52,3.94,8244
24587,0.6,Good,D,SI1,63.8,57.0,5.32,5.27,3.38,1944
13735,0.32,Very Good,F,VS2,63.3,57.0,4.38,4.34,2.76,773
25600,1.0,Premium,F,SI1,59.8,59.0,6.55,6.49,3.9,5151
767,1.38,Good,J,SI2,63.7,58.0,7.06,7.01,4.48,4598
7850,0.32,Premium,G,SI1,62.5,58.0,4.43,4.4,2.76,612
4796,1.5,Very Good,I,SI1,60.7,58.0,7.34,7.4,4.47,8475
4595,0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,418
23027,1.02,Very Good,H,SI2,63.5,60.0,6.33,6.24,3.99,3998
15920,0.31,Ideal,D,VVS1,62.3,54.0,4.36,4.4,2.73,949
18090,1.17,Ideal,F,SI2,62.2,55.0,6.73,6.7,4.18,5556
6567,1.06,Very Good,F,VS2,62.7,55.0,6.54,6.5,4.09,6627
22147,0.96,Ideal,G,VS1,61.1,56.0,6.34,6.39,3.89,6807
6668,0.4,Very Good,E,SI1,62.9,58.0,4.71,4.74,2.97,707
6043,0.37,Ideal,F,VS2,61.1,57.0,4.63,4.67,2.84,746
24296,1.25,Ideal,H,VS2,60.0,56.0,7.04,6.99,4.21,6944
1833,0.72,Very Good,E,VS2,61.9,56.0,5.75,5.79,3.57,2585
10497,0.9,Very Good,E,VS2,63.8,55.0,6.11,6.18,3.92,4598
7910,1.09,Ideal,D,SI2,62.1,56.0,6.59,6.56,4.08,5258
13107,0.38,Premium,I,VS1,59.9,60.0,4.66,4.72,2.81,700
7496,0.31,Ideal,H,SI1,61.0,56.0,4.38,4.41,2.68,530
26623,1.0,Very Good,F,SI2,62.9,59.0,6.3,6.39,3.99,4081
26452,1.06,Premium,G,SI1,61.5,59.0,6.57,6.53,4.03,5113
7416,0.57,Good,F,VS2,62.8,62.0,5.22,5.25,3.29,1642
3336,0.46,Ideal,E,SI1,62.0,54.0,4.97,4.99,3.09,905
16960,0.3,Premium,D,VVS2,60.7,59.0,4.34,4.33,2.63,950
3155,2.01,Premium,J,VS1,60.1,59.0,8.25,8.18,4.94,15185
24488,0.3,Premium,E,VS2,62.1,59.0,4.29,4.27,2.66,844
9301,0.42,Ideal,E,VVS2,61.3,56.0,4.81,4.85,2.96,1216
566,1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,7974
15450,0.3,Ideal,G,IF,61.9,57.0,4.27,4.29,2.65,863
13376,0.3,Ideal,F,VS2,62.6,54.0,4.3,4.33,2.7,567
23090,0.31,Very Good,E,VS2,62.8,57.0,4.33,4.37,2.73,680
7785,0.52,Ideal,H,SI2,61.0,55.0,5.22,5.19,3.18,1065
1178,1.28,Very Good,H,SI2,60.2,58.0,7.03,7.13,4.26,5984
17377,1.33,Very Good,H,SI2,60.8,59.0,7.07,7.11,4.31,6071
19143,1.19,Very Good,H,VS2,60.5,59.0,6.97,7.0,4.17,6781
16862,0.52,Premium,G,VS2,61.7,58.0,5.16,5.14,3.18,1577
21426,0.3,Very Good,J,SI1,63.4,54.0,4.29,4.23,2.7,450
2551,0.32,Ideal,G,VS1,61.3,55.0,4.42,4.46,2.72,645
23444,1.0,Good,E,SI1,57.6,65.0,6.47,6.44,3.72,3696
14938,0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43,2839
