id,carat,cut,color,clarity,depth,table,x,y,z,price
3290,1.51,Premium,D,SI2,63.0,62.0,7.28,7.23,4.57,9894
18519,0.41,Ideal,E,VS1,60.9,57.0,4.76,4.79,2.91,1079
4756,0.9,Fair,G,SI2,64.7,58.0,5.94,6.03,3.87,3104
17714,0.37,Ideal,E,SI1,62.7,54.0,4.55,4.6,2.87,649
20039,0.6,Premium,E,SI1,61.9,58.0,5.39,5.43,3.35,1738
17551,0.32,Ideal,G,VS2,61.8,57.0,4.37,4.4,2.71,561
22528,1.22,Premium,I,VS1,61.1,58.0,6.91,6.84,4.2,6121
19981,0.4,Ideal,G,VVS1,,57.0,4.75,4.76,2.93,1123
13638,1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59,8644
17257,1.21,Premium,H,VS2,58.8,59.0,7.01,6.98,4.11,6708
22616,0.93,Very Good,G,SI1,61.7,56.0,6.22,6.26,3.85,4513
26004,0.31,Premium,H,VVS2,61.2,59.0,4.38,4.34,2.67,802
1872,0.36,Ideal,F,SI1,59.7,57.0,4.69,4.72,2.81,644
17691,0.8,Good,E,VS2,64.5,56.0,5.8,5.86,3.76,3273
14637,0.23,Ideal,F,VVS2,61.4,57.0,3.96,3.99,2.44,538
419,1.51,Ideal,F,VS2,62.2,53.0,7.35,7.31,4.56,13771
1214,0.71,Very Good,D,VS1,62.0,61.0,5.71,5.74,3.55,3420
25056,1.02,Premium,G,SI1,61.9,58.0,6.47,6.42,3.99,4381
24626,0.91,Fair,F,VS2,58.0,56.0,6.34,6.41,3.7,4474
7161,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2476
2500,1.26,Ideal,G,SI2,60.9,55.0,7.0,7.05,4.28,5937
24271,0.77,Ideal,J,VS2,62.5,57.0,5.8,5.91,3.66,2257
19575,0.92,Very Good,J,SI1,62.6,58.0,6.18,6.22,3.88,3170
24183,0.71,Very Good,F,SI2,63.4,57.0,5.7,5.63,3.59,2266
14101,1.08,Very Good,F,SI1,58.2,63.0,6.69,6.78,3.92,5256
18227,0.31,Premium,G,IF,61.4,59.0,4.34,4.39,2.68,924
2913,0.72,Very Good,E,SI2,59.7,59.0,5.77,5.82,3.46,2655
16000,0.42,Ideal,I,VVS1,62.0,55.0,4.8,4.88,3.0,884
6370,0.9,Good,F,SI2,64.2,62.0,6.08,6.0,3.88,2964
1039,0.5,Very Good,D,VS1,63.7,57.0,5.08,5.13,3.25,1671
7932,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,891
24456,0.32,Very Good,H,VVS1,62.3,56.0,4.35,4.37,2.72,672
26449,1.7,Premium,E,SI1,62.3,57.0,7.68,7.6,4.76,15662
17340,0.51,Premium,F,VVS2,60.5,59.0,5.17,5.15,3.12,2203
20322,0.51,Premium,F,SI2,62.8,60.0,5.1,5.03,3.18,1036
20780,0.42,Very Good,F,VS2,60.1,61.0,4.84,4.88,2.92,790
9808,1.52,Ideal,G,SI1,63.0,55.0,7.31,7.38,4.63,11510
26579,0.3,Very Good,D,VVS2,63.0,56.0,4.29,4.31,2.71,754
5737,0.41,Ideal,H,IF,62.1,56.0,4.76,4.74,2.95,1243
17907,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3472
21531,0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,4165
17118,2.01,Premium,G,VS2,61.4,58.0,8.11,7.99,4.94,17987
8884,0.4,Ideal,D,VVS1,62.8,57.0,4.65,4.68,2.93,1279
24328,0.32,Premium,I,SI1,61.1,59.0,4.42,4.38,2.69,540
13903,0.31,Ideal,E,VS2,61.4,54.0,4.38,4.41,2.7,680
20462,0.4,Ideal,H,VVS1,62.2,55.0,4.75,4.7,2.94,1088
26687,1.55,Very Good,G,VS2,63.1,57.0,7.36,7.31,4.63,11703
22104,0.34,Premium,H,VS2,60.2,60.0,4.56,4.51,2.73,689
242,1.28,Premium,H,SI2,60.2,58.0,7.13,7.03,4.26,6093
10106,0.36,Ideal,F,VVS2,60.4,58.0,4.61,4.66,2.8,853
22757,0.51,Ideal,D,SI2,62.8,57.0,5.12,5.1,3.21,1359
12544,0.41,Ideal,F,VS1,62.0,56.0,4.77,4.81,2.97,1007
22288,0.25,Very Good,E,VVS2,63.1,55.0,3.98,4.04,2.53,526
20231,0.33,Premium,G,SI2,62.6,58.0,4.4,4.42,2.76,434
1953,1.13,Premium,F,SI2,62.3,59.0,6.68,6.65,4.15,4360
6258,0.43,Premium,G,VVS1,62.3,59.0,4.83,4.77,2.99,1264
1595,1.2,Very Good,F,SI2,63.2,58.0,6.78,6.74,4.27,4502
21579,0.55,Ideal,E,SI1,62.1,55.0,5.26,5.21,3.25,1668
1985,1.01,Premium,G,VS2,61.2,57.0,6.46,6.41,3.94,5701
22622,0.43,Good,D,SI1,63.8,55.0,4.8,4.79,3.06,993
21044,0.7,Very Good,G,SI2,59.0,62.0,5.79,5.81,3.42,2872
1043,0.38,Ideal,E,IF,61.1,56.0,4.67,4.72,2.87,1433
20334,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,2683
18767,0.5,Ideal,E,SI2,60.7,56.0,5.16,5.19,3.14,1359
1784,1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,5778
63,1.8,Very Good,E,SI1,62.2,57.0,7.81,7.89,4.88,17273
1,0.3,Ideal,E,SI1,62.1,58.0,4.27,4.29,2.66,499
11343,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293
3463,0.37,Premium,E,VS2,61.0,59.0,4.65,4.6,2.82,888
11277,0.28,Very Good,D,VS1,61.7,58.0,4.19,4.24,2.6,487
10247,0.91,Fair,D,VS2,65.7,56.0,6.1,6.05,3.99,4107
21095,0.31,Ideal,D,VS1,62.1,56.0,4.3,4.36,2.69,704
2145,1.5,Premium,F,SI1,62.8,56.0,7.36,7.3,4.6,11154
21738,1.0,Good,F,SI1,57.9,62.0,6.55,6.58,3.8,4961
5853,1.11,Very Good,G,VS2,62.2,55.0,6.61,6.67,4.13,6593
3666,1.31,Ideal,F,SI1,61.6,55.0,7.04,7.09,4.35,9331
14509,1.01,Fair,D,SI1,65.0,57.0,6.3,6.22,4.07,5385
17682,1.18,Ideal,H,VS1,64.9,58.0,6.57,6.53,4.25,7216
11290,0.53,Premium,F,SI1,61.4,58.0,5.19,5.17,3.18,1324
9933,0.3,Ideal,D,VS2,62.0,55.0,4.34,4.31,2.68,911
2272,0.61,Premium,H,VS2,62.8,59.0,5.44,5.3,3.37,1719
13951,0.46,Good,F,IF,56.2,61.0,5.16,5.24,2.92,1806
15826,0.37,Very Good,E,SI2,61.6,56.0,4.61,4.65,2.85,493
11900,0.8,Very Good,E,SI2,62.4,55.0,5.88,5.92,3.68,2623
24357,0.59,Very Good,G,VS1,62.5,53.0,5.46,5.35,3.38,1942
11853,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,7372
14104,1.31,Very Good,I,SI1,62.6,59.0,6.97,6.86,4.33,6686
12055,0.76,Premium,H,SI1,59.8,57.0,5.93,5.91,3.54,2227
13848,0.7,Premium,F,SI1,61.9,58.0,5.69,5.65,3.51,2319
21979,1.01,Good,H,SI1,63.3,58.0,6.37,6.4,4.04,4559
20425,0.41,Ideal,E,VS1,61.3,55.0,4.8,4.83,2.95,990
6544,1.51,Good,J,VS1,63.5,60.0,7.23,7.29,4.61,7848
7525,0.92,Ideal,H,VS2,62.2,55.0,6.21,6.27,3.88,4568
22435,0.52,Premium,F,VS2,60.0,57.0,5.24,5.22,3.14,1651
16508,0.51,Ideal,D,VS1,60.9,57.0,5.2,5.17,3.16,1845
10005,1.13,Very Good,J,VS1,62.1,59.0,6.64,6.71,4.14,5370
8328,1.14,Ideal,I,VS1,61.1,56.0,6.73,6.76,4.12,7038
3450,1.2,Very Good,G,VS1,60.2,60.0,6.91,7.0,4.19,8442
14969,0.51,Very Good,F,VVS2,62.0,55.0,5.11,5.14,3.17,2041
16232,0.7,Ideal,D,VS1,62.9,57.0,5.67,5.61,3.55,3229
23570,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3030
22469,0.59,Premium,D,VS1,61.9,58.0,5.37,5.32,3.31,2326
26181,1.18,Very Good,E,VVS2,61.5,58.0,6.78,6.87,4.2,12100
26683,0.3,Ideal,E,VVS2,61.7,57.0,4.34,4.31,2.67,1013
13318,1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,5416
24538,0.38,Very Good,H,VVS1,60.0,57.0,4.75,4.79,2.86,975
15511,0.51,Premium,F,VS2,62.1,58.0,5.09,5.12,3.17,1569
12690,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,3696
414,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569
21632,0.97,Premium,F,VVS2,58.1,60.0,6.53,6.49,3.78,6768
9368,0.51,Very Good,G,VS1,61.1,56.0,5.17,5.2,3.17,1668
10002,0.54,Ideal,I,VS1,61.9,54.0,5.24,5.29,3.26,1216
16346,1.0,Premium,G,VS1,62.4,62.0,6.37,6.33,3.96,6290
3955,0.3,Very Good,J,VS1,63.3,60.0,4.25,4.22,2.68,506
11145,0.31,Very Good,G,VS1,62.9,57.0,4.3,4.32,2.71,625
20051,0.76,Ideal,F,VS2,61.0,55.0,5.92,5.89,3.6,3201
8465,0.93,Good,G,VS1,63.8,59.0,6.15,6.21,3.94,4503
7386,1.13,Ideal,I,VS1,61.9,55.0,6.67,6.7,4.14,6980
24569,0.37,Ideal,E,VVS1,61.5,56.0,4.64,4.59,2.84,1179
23514,0.32,Premium,E,SI1,62.3,58.0,4.37,4.4,2.73,561
21843,1.25,Good,F,SI2,59.0,61.0,7.01,7.06,4.15,6032
24010,1.0,Fair,F,SI1,62.6,59.0,6.25,6.3,3.93,4925
12282,0.3,Premium,G,VS2,61.1,62.0,4.33,4.28,2.63,630
15441,0.35,Ideal,G,VVS1,61.2,56.0,4.55,4.57,2.79,887
20635,0.75,Ideal,F,SI1,61.8,56.0,5.84,5.87,3.62,3336
14802,0.41,Premium,D,SI1,61.0,59.0,4.76,4.78,2.91,791
16103,1.03,Very Good,D,SI1,60.5,61.0,6.43,6.47,3.9,5313
15197,0.56,Very Good,H,SI2,62.0,63.0,5.26,5.21,3.27,956
21987,0.43,Very Good,F,VVS1,61.5,56.0,4.86,4.9,3.0,1358
5322,1.2,Premium,F,SI2,62.7,60.0,6.73,6.67,4.21,4274
12748,1.01,Premium,G,VS1,59.9,59.0,6.48,6.51,3.89,6239
7916,1.28,Premium,G,VS2,62.1,60.0,6.95,6.89,4.3,8139
20901,0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
13589,0.36,Ideal,F,VS1,60.1,57.0,4.62,4.67,2.79,789
1524,1.01,Fair,G,SI2,67.1,59.0,6.27,6.19,4.18,2942
11314,0.7,Very Good,H,SI1,63.4,61.0,5.62,5.58,3.55,2176
17891,0.3,Ideal,E,VS2,61.4,59.0,4.3,4.27,2.63,911
24828,0.5,Very Good,F,SI1,62.7,61.0,5.01,5.07,3.16,1197
26210,0.33,Premium,I,VS1,61.6,60.0,4.45,4.42,2.73,668
2635,0.98,Very Good,G,SI2,62.2,57.0,6.33,6.37,3.95,4542
13448,0.35,Ideal,F,VS2,60.8,57.0,4.56,4.52,2.76,906
20158,1.08,Ideal,H,SI1,60.6,59.0,6.61,6.65,4.02,5756
23990,0.43,Good,H,VVS1,60.0,61.0,4.91,4.93,2.95,1000
18843,0.51,Good,E,VVS2,62.0,60.5,5.05,5.08,3.15,1980
1131,2.05,Very Good,H,VS2,61.8,60.0,8.14,8.19,5.05,18152
10430,0.3,Very Good,D,SI1,62.6,59.0,4.24,4.26,2.66,476
16504,0.52,Premium,G,VS1,61.7,56.0,5.21,5.17,3.2,1815
1417,0.73,Ideal,F,VS1,61.1,57.0,5.8,5.89,3.57,3140
5850,0.71,Very Good,E,SI1,59.3,55.0,5.83,5.9,3.48,2573
20319,1.06,Very Good,F,SI1,,57.0,6.58,6.68,4.06,5142
1622,0.42,Ideal,F,VS1,61.3,57.0,4.8,4.85,2.96,1031
19126,0.26,Very Good,D,VVS2,60.4,59.0,4.15,4.19,2.52,597
1841,1.02,Very Good,E,VS2,62.5,57.0,6.36,6.41,3.99,6816
17316,0.24,Very Good,F,VS2,61.3,54.0,4.02,4.07,2.47,461
7178,0.34,Ideal,G,VS2,61.7,56.0,4.53,4.48,2.78,765
12588,0.38,Very Good,G,VS2,62.5,56.0,4.59,4.63,2.88,775
23261,0.53,Premium,G,VVS2,60.8,58.0,5.25,5.18,3.17,1914
24702,0.5,Ideal,J,VS1,61.4,58.0,5.14,5.09,3.15,1134
16592,0.41,Ideal,D,SI1,62.2,57.0,4.76,4.7,2.94,1015
1487,0.56,Ideal,G,SI2,61.9,54.0,5.29,5.34,3.29,1173
12660,1.11,Ideal,G,VS2,61.2,56.0,6.65,6.68,4.08,6857
22995,0.34,Ideal,I,SI1,62.3,55.0,4.47,4.42,2.77,589
21821,0.9,Very Good,D,SI2,58.1,60.0,6.24,6.26,3.63,3371
1239,1.24,Ideal,G,VS1,,55.0,6.85,6.89,4.25,10946
21559,1.01,Premium,E,SI1,59.0,59.0,6.6,6.56,3.88,5226
15623,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3228
10722,0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,579
6064,1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7500
17893,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,18795
19418,1.54,Premium,I,SI2,62.4,59.0,7.33,7.35,4.58,6640
21719,0.41,Premium,F,VVS2,61.0,59.0,4.83,4.77,2.93,1192
15019,0.3,Ideal,G,VS1,59.9,56.0,4.37,4.41,2.63,605
16955,0.72,Ideal,F,SI2,62.0,55.0,5.76,5.79,3.58,2422
20792,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
9017,0.79,Ideal,F,SI1,62.0,55.0,5.93,5.95,3.68,3081
9151,1.2,Premium,H,SI2,62.1,57.0,6.84,6.69,4.21,3965
15291,1.21,Premium,G,VS1,62.7,58.0,6.85,6.76,4.27,8774
16400,1.23,Ideal,H,VS2,62.8,56.0,6.76,6.84,4.27,7900
8615,0.57,Ideal,G,SI1,60.5,57.0,5.4,5.37,3.26,1369
24446,1.11,Fair,H,SI1,65.7,61.0,6.42,6.39,4.21,5178
25173,0.28,Ideal,H,VS1,62.0,55.0,4.21,4.24,2.62,497
6968,0.51,Premium,F,VS2,62.7,59.0,5.04,5.07,3.17,1402
18027,1.2,Good,D,SI2,63.7,52.0,6.72,6.68,4.27,6344
10218,0.55,Ideal,G,SI2,62.1,56.0,5.25,5.28,3.27,1173
11300,0.61,Premium,D,SI1,62.3,58.0,5.45,5.4,3.38,1976
13388,0.92,Very Good,F,SI2,62.9,58.0,6.18,6.22,3.9,3763
24274,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3053
8676,0.32,Ideal,E,SI2,61.3,56.0,4.42,4.45,2.72,427
16363,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17,17010
1316,0.96,Premium,E,SI1,58.7,62.0,6.41,6.39,3.76,4365
19815,1.01,Premium,G,SI1,62.6,60.0,6.36,6.29,3.96,5006
15979,0.3,Ideal,F,VS2,61.3,55.0,4.32,4.3,2.64,776
6077,0.3,Ideal,H,VVS2,61.5,57.0,4.31,4.34,2.66,605
12073,1.12,Ideal,H,SI1,62.8,55.0,6.66,6.61,4.17,5863
4942,1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,5076
6468,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,6335
10514,1.08,Ideal,G,SI2,62.1,57.0,6.56,6.58,4.08,4733
8331,0.39,Very Good,J,VVS1,62.5,58.0,4.61,4.67,2.9,718
9561,0.3,Ideal,D,SI1,62.2,56.0,4.25,4.3,2.66,552
17874,1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
6244,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,1125
8307,1.58,Premium,E,VS2,60.1,60.0,7.53,7.54,4.53,14453
5004,1.51,Very Good,E,VS2,63.2,56.0,7.28,7.22,4.58,13757
24948,0.3,Ideal,G,VVS1,61.9,55.0,4.32,4.34,2.68,976
7102,0.71,Ideal,F,SI2,61.6,56.0,5.68,5.74,3.52,2202
10017,0.37,Premium,E,VS1,60.4,58.0,4.61,4.66,2.8,876
23025,1.26,Premium,D,VVS2,60.5,58.0,6.99,7.03,4.24,14663
23065,0.23,Very Good,E,VVS2,61.4,60.0,3.93,3.98,2.43,505
16998,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,5292
16621,0.51,Very Good,G,SI1,60.3,61.0,5.12,5.19,3.11,1220
10546,1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
22728,0.32,Ideal,G,VVS2,62.1,55.0,4.35,4.38,2.71,730
20570,0.38,Ideal,D,VVS2,61.5,56.0,4.64,4.66,2.86,1200
18333,0.33,Premium,H,VS1,59.2,58.0,4.55,4.5,2.68,743
13692,0.71,Ideal,G,IF,61.8,57.0,5.7,5.75,3.54,3772
22590,0.57,Premium,G,VS1,60.5,58.0,5.39,5.32,3.24,1746
25423,1.51,Fair,D,SI2,66.2,54.0,7.19,7.08,4.72,6596
11312,0.41,Good,J,VS2,64.0,59.0,4.64,4.71,2.99,565
20788,1.15,Premium,H,SI1,60.2,60.0,6.87,6.78,4.11,4772
6106,1.23,Ideal,D,VVS2,62.4,55.0,6.87,6.82,4.27,13653
23210,0.51,Ideal,F,VS1,61.7,55.0,5.13,5.17,3.18,1728
24401,0.3,Ideal,E,VS2,61.8,55.0,4.34,4.36,2.69,795
7736,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4851
2803,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64,544
16466,2.02,Premium,I,VS1,61.2,59.0,8.13,8.05,4.95,17153
15710,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,846
19702,1.5,Very Good,E,VS1,59.5,61.0,7.43,7.46,4.43,16988
2055,0.7,Premium,G,VS2,62.5,55.0,5.69,5.64,3.54,2479
12533,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1352
21029,0.72,Ideal,I,VVS2,61.7,55.0,5.71,5.76,3.54,2530
23551,0.32,Ideal,H,VVS1,61.6,56.0,4.41,4.39,2.71,936
15984,0.81,Ideal,G,SI2,61.7,57.0,5.98,6.01,3.7,2459
9602,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
1271,0.35,Ideal,F,VVS1,60.6,57.0,4.57,4.6,2.78,994
11787,0.31,Premium,G,VS1,60.4,59.0,4.41,4.37,2.65,695
4853,0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,3291
9821,1.09,Very Good,H,SI1,61.7,59.0,6.53,6.59,4.05,4849
15634,0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,468
7915,0.62,Ideal,G,VVS2,62.6,57.0,5.42,5.47,3.41,2507
8749,0.49,Ideal,G,VS2,61.1,57.0,5.12,5.09,3.12,1246
16720,0.52,Very Good,E,VS1,59.8,61.0,5.19,5.22,3.11,1840
12251,0.54,Good,E,SI2,63.8,54.0,5.18,5.17,3.3,1250
12982,1.2,Fair,F,I1,,56.0,6.65,6.58,4.35,2622
16810,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,576
3788,1.01,Very Good,G,VS2,63.1,60.0,6.36,6.31,4.0,6108
19271,0.9,Good,H,VS1,64.1,57.0,6.07,6.04,3.88,4234
6833,0.53,Very Good,D,VS2,63.2,56.0,5.1,5.15,3.24,1601
4742,0.3,Premium,D,VS2,62.3,58.0,4.29,4.32,2.68,710
19520,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,855
9401,1.54,Ideal,G,VVS2,62.5,57.0,7.3,7.36,4.58,15059
16023,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22,17433
10512,0.32,Premium,F,VS2,61.7,58.0,4.41,4.38,2.71,828
10484,0.41,Very Good,H,VVS1,59.5,58.0,4.82,4.86,2.88,991
13869,1.23,Good,G,SI1,63.1,56.0,6.78,6.81,4.29,6545
13543,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,6294
9283,2.39,Ideal,I,VS2,62.2,55.0,8.58,8.56,5.33,17955
3121,2.01,Very Good,H,SI1,62.6,59.0,7.95,7.98,4.99,16901
16066,0.36,Ideal,E,VS1,,54.0,4.59,4.63,2.83,835
25708,1.2,Ideal,H,VS2,62.0,56.0,6.86,6.81,4.24,6666
25665,0.32,Premium,H,VVS2,,58.0,4.33,4.37,2.71,645
9726,1.38,Premium,H,VS1,61.0,60.0,7.21,7.16,4.38,7233
16383,0.9,Good,H,SI2,63.6,60.0,6.11,6.06,3.87,3193
21354,0.4,Ideal,I,SI2,61.3,56.0,4.76,4.79,2.93,612
5000,0.61,Premium,E,VS2,61.2,62.0,5.48,5.44,3.34,1704
22260,0.39,Ideal,E,VS1,62.7,53.6,4.67,4.69,2.93,1004
2615,0.42,Ideal,F,VVS1,62.0,55.0,4.81,4.84,2.99,1326
2637,1.08,Premium,G,VS2,59.4,59.0,6.68,6.75,3.99,6415
11687,0.7,Very Good,H,VVS1,63.5,58.0,5.63,5.59,3.56,2682
20870,0.31,Ideal,H,VVS1,61.9,55.0,4.38,4.41,2.72,687
7678,0.31,Premium,H,VVS1,62.1,58.0,4.36,4.33,2.7,907
5439,0.71,Very Good,J,VS2,59.0,61.0,5.81,5.85,3.44,1922
5991,1.05,Premium,F,VVS2,61.3,59.0,6.56,6.48,4.0,8693
26348,0.23,Very Good,F,VS2,59.4,57.0,4.06,4.09,2.42,402
24936,1.5,Premium,H,VS2,60.0,62.0,7.41,7.38,4.44,11322
25925,0.51,Premium,F,SI1,59.7,59.0,5.2,5.15,3.09,1406
21860,2.01,Very Good,H,SI2,,57.0,8.0,7.93,5.05,16111
19347,0.56,Ideal,G,VS2,62.0,55.0,5.28,5.33,3.29,1616
9741,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,13047
2212,1.09,Ideal,G,VVS2,60.6,57.0,6.62,6.7,4.05,8364
20095,1.04,Premium,E,SI2,60.1,58.0,6.65,6.56,3.97,3392
26736,0.34,Good,H,VS2,63.1,56.0,4.41,4.46,2.8,537
24988,0.72,Ideal,F,VS2,62.0,57.0,5.77,5.72,3.56,2607
1294,1.14,Ideal,H,SI1,61.6,57.0,6.7,6.75,4.14,5003
22129,0.52,Premium,G,SI1,62.7,58.0,5.13,5.07,3.2,1249
4897,1.2,Ideal,J,VS2,62.2,54.0,6.84,6.8,4.24,4106
23728,0.7,Good,F,VS2,62.9,58.0,5.61,5.65,3.54,2362
7410,0.42,Good,E,VVS2,64.1,57.0,4.7,4.73,3.02,1269
10820,0.77,Very Good,F,VVS1,60.2,58.0,5.93,5.97,3.58,4399
5167,0.35,Ideal,I,IF,62.5,55.0,4.54,4.52,2.83,945
12372,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,8396
23752,1.01,Very Good,E,SI2,63.3,58.0,6.4,6.31,4.02,3674
22681,1.0,Premium,E,VS2,62.7,59.0,6.31,6.38,3.98,6600
18511,0.3,Ideal,I,VVS1,,57.0,4.31,4.35,2.68,552
19873,0.51,Ideal,G,VS1,61.8,56.0,5.1,5.15,3.17,1852
12217,0.53,Ideal,F,VVS2,61.3,57.0,5.2,5.24,3.2,2160
1768,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
8774,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,6215
5280,0.46,Fair,F,SI1,64.9,58.0,4.81,4.77,3.11,1003
5961,1.7,Ideal,J,VS2,60.5,58.0,7.73,7.74,4.68,10002
13633,0.69,Ideal,H,SI1,62.1,57.0,5.65,5.62,3.5,1822
17844,0.34,Very Good,D,SI1,59.6,59.0,4.55,4.57,2.72,626
15381,0.92,Premium,E,VS2,61.2,62.0,6.27,6.22,3.82,4600
14912,1.01,Fair,H,SI1,65.3,57.0,6.33,6.23,4.1,4256
16351,0.7,Good,H,SI1,63.3,60.0,5.57,5.65,3.55,2029
5251,1.21,Premium,J,VS2,59.9,59.0,6.92,6.86,4.13,4841
7617,0.91,Very Good,E,SI2,63.8,60.0,6.05,6.09,3.87,3751
23592,0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63,2352
21451,0.3,Very Good,J,VS1,61.9,56.0,4.28,4.32,2.66,394
11087,1.03,Premium,D,SI1,63.0,59.0,6.44,6.39,4.04,5653
23110,0.7,Very Good,E,IF,63.4,58.0,5.64,5.59,3.56,3622
13039,1.51,Very Good,D,VS2,63.2,58.0,7.29,7.33,4.62,14416
6445,0.9,Good,E,SI1,60.8,65.0,6.14,6.17,3.74,3933
12605,0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89,5214
1003,0.32,Ideal,G,VS2,,56.0,4.36,4.4,2.72,524
17330,0.4,Ideal,F,VVS2,62.8,56.0,4.73,4.69,2.96,1163
25759,0.35,Very Good,E,VS1,59.7,59.0,4.59,4.62,2.75,790
19021,1.5,Very Good,E,SI2,63.5,59.0,7.28,7.25,4.61,9450
23678,0.31,Very Good,D,SI2,62.9,54.0,4.3,4.35,2.72,462
6724,1.0,Premium,G,VS2,62.1,58.0,6.43,6.39,3.98,5242
24389,0.35,Ideal,F,SI1,62.2,56.0,4.48,4.52,2.8,583
23855,0.88,Ideal,F,SI1,62.3,53.0,6.12,6.15,3.82,4054
17053,0.43,Premium,E,VVS2,60.8,57.0,4.92,4.89,2.98,1304
11434,1.17,Ideal,G,VVS2,60.6,56.0,6.87,6.84,4.15,9225
9579,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,4399
23051,0.72,Ideal,H,VS1,60.7,55.0,5.83,5.85,3.54,3274
12148,0.36,Ideal,H,VS2,61.0,56.0,4.61,4.63,2.82,587
24054,0.55,Very Good,G,VS2,62.3,56.0,5.24,5.29,3.28,1551
23915,0.7,Fair,G,I1,68.3,56.0,5.52,5.4,3.73,978
15960,0.31,Very Good,I,VS2,,59.0,4.38,4.42,2.61,406
12688,2.07,Ideal,G,SI2,62.5,55.0,8.2,8.13,5.11,18804
5934,0.25,Very Good,F,IF,63.3,59.0,3.99,4.04,2.54,526
2954,0.42,Ideal,H,VVS1,61.8,55.0,4.85,4.8,2.98,1035
26189,0.34,Ideal,D,VS2,62.0,55.0,4.45,4.48,2.77,805
15302,0.4,Premium,F,VVS1,60.8,59.0,4.76,4.74,2.89,1323
6957,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,764
2738,0.26,Ideal,H,VS1,61.8,56.0,4.12,4.14,2.55,448
10317,0.33,Ideal,D,SI1,61.3,56.0,4.44,4.46,2.73,608
18192,0.52,Ideal,G,VS1,61.9,55.0,5.16,5.18,3.2,1722
17461,1.07,Ideal,D,SI1,,57.0,6.61,6.64,4.02,6587
2858,0.35,Premium,G,VVS1,61.8,57.0,4.53,4.5,2.79,1103
4437,0.37,Premium,D,VS2,61.0,59.0,4.59,4.63,2.81,876
5107,1.3,Ideal,D,SI1,61.8,56.0,6.93,6.96,4.29,9242
26616,0.25,Very Good,F,VVS1,60.7,59.0,4.07,4.1,2.48,576
7460,0.9,Very Good,H,VS1,62.7,56.0,6.15,6.2,3.87,3964
16246,1.27,Good,J,VS1,63.4,60.0,6.8,6.85,4.33,5588
26924,0.51,Ideal,D,VS2,,57.0,5.12,5.09,3.18,1882
